"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","Q1","Q7","Q8","Q82","Q80","Q81","SB_choice","Q77_1","Q77_2","Q77_3","Q77_4","NH_choice","Q76_1","Q76_2","Q76_3","Q76_4","Q53_1","Q72_1","Q72_2","Q72_3","Q72_4","Q52_1","Q73_1","Q73_2","Q73_3","Q73_4","Q31_1","Q74_1","Q74_2","Q74_3","Q74_4","Q48_1","Q75_1","Q75_2","Q75_3","Q75_4","sb_ad_den","Q66_1","Q66_2","Q66_3","Q66_4","sb_ad_car","Q67_1","Q67_2","Q67_3","Q67_4","sb_op_den","Q64_1","Q64_2","Q64_3","Q64_4","sb_op_car","Q65_1","Q65_2","Q65_3","Q65_4","nh_ad_win","Q59_1","Q59_2","Q59_3","Q59_4","nh_ad_lose","Q60_1","Q60_2","Q60_3","Q60_4","nh_op_win","Q61_1","Q61_2","Q61_3","Q61_4","nh_op_lose","Q62_1","Q62_2","Q62_3","Q62_4","control","Q63_1","Q63_2","Q63_3","Q63_4","Q54_1","Q71_1","Q71_2","Q71_3","Q71_4","Q55_1","Q70_1","Q70_2","Q70_3","Q70_4","Q57_1","Q69_1","Q69_2","Q69_3","Q69_4","Q56_1","Q68_1","Q68_2","Q68_3","Q68_4","Q36","Q11","Q37","Q78","Q79_1","Q23_1","Q35_1","Q26_1","Q27_1","Q45_1","Q58","Q13","Q14","Q15","Q16","Q17","Q18","Q19","Q20","Q38","DO-BR-FL_112","DO-BR-FL_69","DO-BR-FL_107","DO-BR-FL_88","DO-BR-FL_110","DO-BL-Importance","DO-Q-SB_choice","DO-Q-NH_choice","LocationLatitude","LocationLongitude","LocationAccuracy"
"R_1DBjo9XORhWvA2k","Default Response Set","Anonymous",,,"75.128.178.16",0,2/5/2016 10:27,2/5/2016 10:35,1,1,1,"In the morning I did mturks. In the afternoon I went grocery shopping. In the evening I ate dinner and watched TV.",1,1,42,1,2.626,2.626,5.49,1,1,8.304,8.304,12.619,1,70,3.496,6.888,8.003,2,,,,,,100,4.286,4.286,13.581,1,,,,,,,,,,,,,,,,,,,,,,,,,,"Donald Trump will win the New Hampshire primary. Right now he has more than a 20 point lead over the other candidates. Even taking into account errors in reporting that is still a very large lead and one I don't believe the other candidates can overcome.",8.676,8.676,116.492,1,,,,,,,,,,,,,,,,,,,,,71,4.213,4.213,5.753,1,,,,,,100,5.739,10.487,15.435,3,,,,,,1,1,160,1,76,4,7,2,4,1,1,"Joseph Biden","Paul Ryan","Mitt Romney","John McCain","Cam Newton","Peyton Manning","Arizona","Arizona","none","NHchoice|SBchoice","FL_79|FL_70","NH_advocate","FL_89|FL_94","Factual Quiz - Politics|Factual Quiz - Football","Q45|Q27","1|2","2|1",44.3460998535,-83.4786987305,-1
"R_u2PRpypk4UImTe1","Default Response Set","Anonymous",,,"45.47.121.68",0,2/5/2016 10:26,2/5/2016 10:36,1,1,1,"When I woke up I got the kids ready for school and on the bus. I then sat down to look at some homes for sale until the school nurse called to say my son was ill and I had to pick him up. After going to Urgent Care we took a trip to Walmart and then McDonald's for lunch. We came home and watched TV for a little while until the other 2 kids got off the bus. We all sat down to do homework then got bathed and ready for bed.",1,1,42,2,6.745,6.745,8.497,1,2,2.897,2.897,9.876,1,,,,,,50,4.352,4.352,6.993,1,,,,,,100,2.961,2.961,9.537,1,,,,,,,,,,,,,,,,,,,,,,,,,,"As much as Donald Trump blusters hes just full of hot air. I think people like what he has to say but in the end he can't back any of it up with substantial means. He is hated in other countries and they've actually considered banning him. How could he possibly be an effective President if he constantly is offending people. As much as some naive people will vote for him they're are to many people that can see beyond the act he puts on. He already lost in Iowa and will continue to lose in New Hampshire and beyond if he doesn't drop out first.",21.26,214.747,217.334,13,,,,,,,,,,,,,,,,,,,,,50,4.325,4.325,5.568,1,,,,,,100,1.336,1.336,5.792,1,1,1,200,1,76,4,1,1,7,1,1,"Joe Biden","Bohner, John","I do not know","Mitt Romney","I don not know.","I do not know.","I do not know.","I do not know.","Thanks for choosing AMT","SBchoice|NHchoice","FL_70|FL_79","NH_advocate","FL_89|FL_94","Factual Quiz - Politics|Factual Quiz - Football","Q45|Q27","1|2","2|1",43.1842956543,-76.2001037598,-1
"R_3kGlRYfzWvR9hWK","Default Response Set","Anonymous",,,"108.230.214.89",0,2/5/2016 10:31,2/5/2016 10:36,1,1,1,"Was cold so I stayed inside and did some things on Mturk early. Mostly read and cooked in the afternoon, and then did some Mturk as well as printed receipts for UPS pickup and such in the evening. No TV at all... ever !",1,1,"morning",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.5525970459,-82.5223007202,-1
"R_4TKtlKrb9VzZTiN","Default Response Set","Anonymous",,,"71.89.53.156",0,2/5/2016 10:27,2/5/2016 10:36,1,1,1,"In the morning I worked out on the treadmill for 30 minutes. / In the afternoon I did grocery shopping for a senior citizen shut in. / In the evening I made bread to eat with the chili I am making for todays dinner.",1,1,42,2,6.049,6.049,10.002,1,1,5.899,5.899,10.503,1,,,,,,82,10.266,12.448,16.316,2,50,5.039,8.172,10.29,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"I believe that Donald Trump will lose the primary because of his personality. He does not act like a politician and says it like it is. He is not out to impress big money backers as he does not need those endorsements. People are offended with many of his actions   even though I believe he is right.",15.1,153.306,154.85,8,,,,,,,,,,,,,,,,64,4.588,6.964,7.968,2,50,6.914,9.293,10.269,2,,,,,,1,1,140,1,82,5,7,5,7,1,1,"barrack obama","paul ryan","do not know","do not know","not sure","manning","green bay packers","dont remember","none","SBchoice|NHchoice","FL_70|FL_79","NH_opposite","FL_94|FL_89","Factual Quiz - Politics|Factual Quiz - Football","Q27|Q45","1|2","2|1",45.0032958984,-89.7256011963,-1
"R_elEmwqSEZZE3Hvr","Default Response Set","Anonymous",,,"70.122.33.142",0,2/5/2016 10:27,2/5/2016 10:36,1,1,1,"I got up and walked the dog before going to work. In the afternoon I switched work consoles. Yesterday evening my daughter had a performance that I listened to. ",1,1,42,2,7.251,7.251,8.809,1,1,6.274,6.274,10.271,1,,,,,,50,8.49,8.49,11.095,1,19,32.371,32.371,33.835,1,,,,,,"Denver is going to win the Super Bowl because they have an experienced quarterback and leader in Peyton Manning. This is quite possibly his las year so he is motivated to do his best and win. I believe the Broncos as a team will also want to make sure that happens not only for themselves but also for their leader. ",16.717,16.717,111.72,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,7.851,7.851,9.308,1,20,6.713,6.713,11.128,1,,,,,,1,1,155,1,50,1,1,5,5,1,1,"Joe Biden","Paul Ryan","Mitt Romney","Mitt Romney","Cam Newton","Peyton Manning","Patriots","Don't know",,"SBchoice|NHchoice","FL_79|FL_70","SB_advocate","FL_89|FL_94","Factual Quiz - Football|Factual Quiz - Politics","Q45|Q27","1|2","1|2",30.5173950195,-97.6304016113,-1
"R_9siYOinEu9HsxeV","Default Response Set","Anonymous",,,"166.182.80.148",0,2/5/2016 10:22,2/5/2016 10:37,1,1,1,"I got up in the morning and drank some coffee.  Then I took a shower and went to work.  I worked all day and then came home.  Made some dinner and then relaxed watching TV until I went to bed.",1,1,42,1,20.021,20.021,21.91,1,1,22.58,22.58,24.344,1,70,17.304,17.304,18.959,1,,,,,,75,8.504,16.604,18.98,6,,,,,,,,,,,,,,,,,,,,,"The Denver Broncos will win the game because the Bronco players have more lung capacity from playing football in a higher elevation.  They have a mass of fans and more Denver fans will be at the game for support.  ",22.83,222.407,253.781,7,,,,,,,,,,,,,,,,,,,,,,,,,,75,16.037,16.037,19.193,1,,,,,,70,10.306,10.306,12.171,1,,,,,,1,1,210,1,30,4,5,5,1,1,1,"Biden","it was john boner","i don't know","I don't know","I don't know","Manning","I don't know","I don't know","fun survey ","SBchoice|NHchoice","FL_79|FL_70","SB_opposite","FL_89|FL_94","Factual Quiz - Politics|Factual Quiz - Football","Q27|Q45","1|2","1|2",38,-97,-1
"R_1OwtbI41b2nzeyJ","Default Response Set","Anonymous",,,"174.124.110.55",0,2/5/2016 10:24,2/5/2016 10:37,1,1,1,"I had breakfast at 7 a.m. and went downstairs to watch the news. At 11 a.m. I went outside and filled my snowmobile,got it started and took a ride on the lake. while there I checked out some ice fishermen. I started making supper at about 4 p.m. and ate at 5:30. At 6 p.m. I watched television for three hours and went to bed.",1,1,42,2,5.668,5.668,7.361,1,1,14.827,14.827,16.412,1,,,,,,65,14.668,14.668,19.944,1,17,18.273,18.273,22.812,1,,,,,,"Peyton is healthy and ready to go. The Broncos defense will stifle Cam Newton.",10.371,10.371,68.514,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,6.89,6.89,9.523,1,76,9.092,10.093,13.348,2,,,,,,1,1,155,1,66,1,4,1,1,4,1,"joe biden","paul ryan","mitt romney","mitt romney","cam newton","peyton manning","new england patriots","arizona cardinals","no comments","SBchoice|NHchoice","FL_79|FL_70","SB_advocate","FL_89|FL_94","Factual Quiz - Politics|Factual Quiz - Football","Q27|Q45","2|1","1|2",45.2769927979,-92.6305999756,-1
"R_2uswCuXnaQuUEDC","Default Response Set","Anonymous",,,"187.253.252.198",0,2/5/2016 10:27,2/5/2016 10:37,1,1,1,"I worked on a personal project. In the morning I built a detailed schedule for the day. In the evening I fleshed out the schedule and at night I started working on the first part of the project.",1,1,42,2,16.717,16.717,22.541,1,1,3.46,3.46,11.221,1,,,,,,50,3.222,4.71,5.995,3,100,5.977,5.977,11.796,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"In my last visit I went to buy coffee. I walked into the store and looked for the coffee aisle. After finding my coffee, I paid for it in the self serve checkout line. ",1.4,95.096,107.324,3,,,,,,50,3.069,5.627,6.33,2,100,3.289,3.289,4.027,1,,,,,,1,1,170,1,51,1,4,1,7,4,1,"joe biden","Paul Ryan","John McCain","Barack Obama","Cam Newton","Peyton Manning","The Patriots","Seatle Seahawks","Thanks","SBchoice|NHchoice","FL_79|FL_70","CONTROL","FL_89|FL_94","Factual Quiz - Politics|Factual Quiz - Football","Q27|Q45","2|1","1|2",32.6519012451,-115.4682998657,-1
"R_2mX3L5nBKteKsFz","Default Response Set","Anonymous",,,"70.183.209.199",0,2/5/2016 10:27,2/5/2016 10:37,1,1,1,"I woke up and drove to work. While working I went to the bank and the store. I stayed at work late, and went for a walk with my wife when I got home. I made dinner, ate, then went to sleep.",1,1,42,1,3.909,3.909,5.189,1,1,62.91,62.91,64.27,1,80,10.503,10.503,12.797,1,,,,,,50,3.479,3.945,15.671,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"I walked to Winn-Dixie, which is right next door to my apartment. I checked the sales ad when I walked in, and then I walked around the entire store looking at different items. I bought some mushrooms, potatoes, yogurt, and milk; and then I walked home.",1.374,7.757,105.128,2,80,5.47,5.47,8.7,1,,,,,,50,5.515,5.515,7.264,1,,,,,,1,1,190,1,60,6,1,3,1,3,1,"Joe Biden","I don't know","John Keryy","Mitt Romney","Cam Newton","Peyton Manning","New England Patriots","Arizona Cardinals",,"NHchoice|SBchoice","FL_70|FL_79","CONTROL","FL_94|FL_89","Factual Quiz - Football|Factual Quiz - Politics","Q45|Q27","2|1","1|2",30.6378936768,-91.1797027588,-1
"R_esNBccY3RqDuZXj","Default Response Set","Anonymous",,,"50.161.146.159",0,2/5/2016 10:37,2/5/2016 10:37,1,1,1,"in the morning i cleaned the whole house. In the afternoon i worked. At night i caught up on tv shows. ",1,1,"morning",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.6703033447,-121.0168991089,-1
"R_2zv7SXcHcwC4ufe","Default Response Set","Anonymous",,,"68.60.180.95",0,2/5/2016 10:31,2/5/2016 10:37,1,1,1,"I woke up and got out of bed. Went into the bathroom and brushed my teeth. I then went downstairs to get some coffee. I grabbed a bagel and some cream cheese and put it on the bagel and  ate it. I then fixed my coffee and went back upstairs and turned on the computer. I began checking emails from various people. I also checked out a few websites about news and such. Then i watched a  few youtube videos about whatever. Later on I got some dinner with my girlfriend, and watched some TV. Then later at night we went to bed.",1,1,42,2,6.198,6.198,7.466,1,1,7.804,7.804,8.625,1,,,,,,75,15.664,21.321,22.172,3,20,8.157,22.741,23.72,3,,,,,,"Peyton Manning is an amazing quarterback and he wants to win this one before he retires. They also have the best defense in the league.",9.485,9.485,40.192,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,8.868,12.396,13.127,3,72,9.382,9.382,10.745,1,,,,,,1,1,155,1,75,2,4,2,1,1,1,"joe biden","nancy pelosi","Mitt romney","mitt romney","cam newton","peyton manning","new england patriots","kansas city",,"SBchoice|NHchoice","FL_79|FL_70","SB_advocate","FL_94|FL_89","Factual Quiz - Football|Factual Quiz - Politics","Q45|Q27","2|1","2|1",42.2729949951,-83.5994033813,-1
"R_242Y4g1oNCvQDeF","Default Response Set","Anonymous",,,"64.126.119.2",0,2/5/2016 10:32,2/5/2016 10:39,1,1,1,"In the morning, I woke up then took a shower. I brushed my teeth, groomed myself, put on some work clothes and headed for work. While at work, I had meetings with several clients who needed assistance with an issue or a concern. I documented meetings, took notes and had time to go to lunch. In the evening, I stopped by a grocery store, brought food for the evening's meal and cooked. ",1,1,42,1,2.127,2.127,3.336,1,1,5.126,6.325,6.649,3,100,4.918,4.918,6.639,1,,,,,,80,7.261,7.261,7.938,1,,,,,,,,,,,,,,,,,,,,,"Denver is likely to win this game because they will be extra motivated to win this one for Peyton Manning. This may be his last chance at winning a super bowl and this team really wants to win it for him. In addition, Denver has one of the best defenses in the league and this is Cam Newton's first chance at winning a Super Bowl, so he does not have much experience. While Peyton Manning has been to multiple Super Bowls and he understands what it takes to win this game. ",5.585,9.353,138.207,2,,,,,,,,,,,,,,,,,,,,,,,,,,100,3.143,3.143,3.944,1,,,,,,81,2.633,2.633,4.422,1,,,,,,1,1,165,1,49,7,4,3,2,4,1,"joe biden","John Boehner","John Mccain","Mitt Romney","Cam Newton","Peyton Manning","New England Patriots","Arizona Cardinals",,"NHchoice|SBchoice","FL_70|FL_79","SB_opposite","FL_89|FL_94","Factual Quiz - Politics|Factual Quiz - Football","Q45|Q27","2|1","2|1",38.8076934814,-94.9451980591,-1
"R_3JK5yJcBH3mShsq","Default Response Set","Anonymous",,,"98.239.246.106",0,2/5/2016 10:23,2/5/2016 10:39,1,1,1,"I am on vacation this week so these are not my typical weekdays.   I got up and watched NFL network for a little bit.  I am a Denver Broncos fan (long time through thin and thick).   I was disgusted that NFL network doesn't really even acknowledge Denver's presence in the game so I turned that off.   After awhile I went out for a drive in the car.   I went to Wendy's and had a fish sandwich.   I am at my sister's house and don't usually live around here.  So I drove over to the part of town where we grew up.  This was early afternoon.   I drove through the cemetery where my mother and brother are buried.   The cemetery is up on a hill and I like to look out on the view of this town while I am here.  I understand this place so much better since I moved away.  As a kid I really had no idea how this place fit into the world.   In the evening I watched ""Shark Tank"" on TV.  There is a part of me that really would like to be an entrepreneur.    I stayed up really late (till like 2:00 AM) watching a movie (""Hoffa"") from the on-demand.",1,1,42,2,9.061,9.061,10.205,1,1,8.699,8.699,9.746,1,,,,,,81,6.389,6.389,8.032,1,8,4.828,28.366,55.38,3,,,,,,,,,,,,,,,,"The Carolina Panthers have the better record this year.   They won all but a meaningless late season game.  They have the top scoring offense.  Cam Newton is an absolute superstar with a track record of playing well in big games.  Cam won a national championship at Auburn which shows he doesn't choke on the big stage.   Carolina also has the fifth ranked dense in the league.  So Carolina has the best offense and a very good defense, while Denver has a good defense but an average at best offense.",13.838,53.126,177.925,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,8.232,8.232,10.709,1,92,10.244,11.843,21.129,2,,,,,,1,1,155,1,70,1,6,3,5,6,1,"Joe Biden","Paul Ryan","John McCain","Mitt Romney","Cam Newton","Peyton Manning","Patriots","Cardinals","The first time you asked me the probability of Trump winning NH Primary was confusing.  You asked me to estimate the probability that he wins, but then directed me to use the sliding scale to indicate that 0 meant he was certain to win.  These seem contradictory, but I suspect this has something to do with the experiment.","SBchoice|NHchoice","FL_70|FL_79","SB_opposite","FL_94|FL_89","Factual Quiz - Politics|Factual Quiz - Football","Q27|Q45","1|2","1|2",40.3224029541,-80.0354995728,-1
"R_2q9LXzg4NPXulx7","Default Response Set","Anonymous",,,"50.153.167.114",0,2/5/2016 10:33,2/5/2016 10:39,1,1,1,"I woke up and I have made a good attempt this year to make a big breakfast and I did that. I think I just went to work after talking to my girlfriend on the phone. I got home and hung out with friends and watched netflix on my tv until I went to sleep that night.",1,1,42,2,8.03,8.03,9.569,1,2,2.018,2.018,4.615,1,,,,,,63,1.193,1.193,2.502,1,,,,,,65,2.028,2.578,3.792,2,,,,,,,,,,,,,,,,,,,,,,,,,,"I think donald trump is loosing allot of momintum. I think he has peaked way too earley I really feel that there is no where to go but down. I really dont like the odds of hime getting people together to vote for hime to win overall.",11.879,16.522,91.486,3,,,,,,,,,,,,,,,,,,,,,70,1.4,2.1,3.22,2,,,,,,67,1.985,1.985,3.468,1,1,1,134,1,81,5,3,3,6,4,1,"joe biden","paul ryan","ted cruise","ted cruise","mat ryan","peyton mamnning","patriots","cheifs",,"SBchoice|NHchoice","FL_79|FL_70","NH_advocate","FL_94|FL_89","Factual Quiz - Politics|Factual Quiz - Football","Q45|Q27","2|1","2|1",33.7574005127,-84.4327011108,-1
"R_Zga9sY1ssA4qwZr","Default Response Set","Anonymous",,,"76.121.196.105",0,2/5/2016 10:26,2/5/2016 10:39,1,1,1," I got up at 5 am. and I took a shower. I made coffee and woke my husband up. i went to work at 7am. i check in my till and then went back to the kitchen and started cooking. At noon I had lunch and called my husband up. and we talked for a 1/2 hour my lunch break. /  When I got home after work my Husband And I went to the libarey and picked up a couple of books. Then we went home and had diner.",1,1,42,1,12.213,12.213,13.417,1,1,37.636,37.636,38.91,1,77,4.843,4.843,6.004,1,,,,,,61,9.574,13.895,15.345,2,,,,,,,,,,,,,,,,,,,,," The Broncos have less turn overs then the Panthers. And they score more touchdowns.And they have the crowed more behind them. and this makes them try harder.",14.93,128.26,131.176,5,,,,,,,,,,,,,,,,,,,,,,,,,,62,6.993,6.993,8.723,1,,,,,,66,7.89,7.89,8.998,1,,,,,,1,1,160,1,76,4,7,5,6,1,1,"Joe Biden","Paul Rayan","Mitt Rommeny","Mitt Rommeny","n/a","n/a","n/a","n/a","I enjoyed doing this from you.","NHchoice|SBchoice","FL_79|FL_70","SB_opposite","FL_89|FL_94","Factual Quiz - Politics|Factual Quiz - Football","Q27|Q45","2|1","2|1",47.1015014648,-122.3272018433,-1
"R_2XhViGdewjgnKGJ","Default Response Set","Anonymous",,,"206.29.176.51",0,2/5/2016 10:24,2/5/2016 10:39,1,1,1,"Yesterday morning I woke up, took a shower and headed into work. In the afternoon I had a turkey sandwich for lunch. After work I went home and watched some TV. In the evening I made a pasta salad, read a book, then went to sleep.",1,1,42,1,4.261,4.261,6.317,1,2,78.143,78.143,79.201,1,85,6.593,12.177,13.245,2,,,,,,,,,,,87,70.373,86.297,87.352,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"He is likely to win because he already has a good sized lead in the polls. His base is in the east coast, where New Hampshire is located. He is very popular in that area. He has recently been rising in the polls which will likely allow him to win the primary.",35.982,93.636,218.234,4,,,,,,85,3.899,3.899,7.896,1,,,,,,,,,,,80,11.182,11.182,16.773,1,1,1,150,1,50,3,2,3,1,1,1,"Joe Biden","Paul Ryan","John McCain","Mitt Romney","Cam Newton","Payton Manning","Green Bay Packers","Arizona Cardinals",,"NHchoice|SBchoice","FL_79|FL_70","NH_opposite","FL_94|FL_89","Factual Quiz - Politics|Factual Quiz - Football","Q45|Q27","2|1","2|1",38,-97,-1
"R_qCP3ed1xSPxH6k9","Default Response Set","Anonymous",,,"75.16.188.185",0,2/5/2016 10:31,2/5/2016 10:39,1,1,1,"I woke up and I ate some cereal.  I also did mturk tasks.  Then in the afternoon I played some video games and also did some mturk.  Then later I watched some netflix.    I ate dinner and later went to sleep at around 10 pm.",1,1,42,1,2.209,2.209,3.207,1,1,3.599,15.791,17.349,2,65,5.428,5.428,6.094,1,,,,,,50,5.722,5.722,6.427,1,,,,,,,,,,,"I think that the Panthers have a good defense.  Denver's is slightly better, but Carolina also has an excellent defense.  Denver's offense had a pretty bad year, and Carolina's offense was very good this year.  Carolina has the best overall chance in the game due to a vastly superior offense.",2.305,2.305,151.925,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,4.617,4.617,5.701,1,,,,,,50,3.214,3.214,4.402,1,,,,,,1,1,172,1,30,4,1,3,1,1,1,"Joe Biden","Paul Ryan","Mitt romney","Mitt Romney","Cam Newton","Peyton Manning","Patriots","Cardinals","none","SBchoice|NHchoice","FL_70|FL_79","SB_advocate","FL_89|FL_94","Factual Quiz - Football|Factual Quiz - Politics","Q45|Q27","2|1","2|1",32.9479980469,-96.8132019043,-1
"R_pADJqi2FFj4Asmd","Default Response Set","Anonymous",,,"73.7.37.3",0,2/5/2016 10:38,2/5/2016 10:39,1,1,1,"Yesterday morning I took my child to school. That afternoon I went and visited my grandmother and then that evening I went to Wal-Mart.",1,1,"morning",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.7362976074,-83.9919967651,-1
"R_1cTiBGZuyWp7wgy","Default Response Set","Anonymous",,,"50.161.146.159",0,2/5/2016 10:38,2/5/2016 10:40,1,1,1,"in the morning i cleaned my house. in the afternoon i worked. in the evening i caught up on tv",1,1,42,1,1.52,1.52,2.109,1,2,2.676,2.676,3.51,1,63,1.78,2.958,3.695,4,,,,,,,,,,,56,0.881,0.881,1.664,1,,,,,,,,,,,,,,,,,,,,,,,,,,"Well, he lost the primary in Ohio and i think it will follow in New Hampshire. ",0.712,0.712,23.372,1,,,,,,,,,,,,,,,,66,1.148,1.682,2.438,3,,,,,,,,,,,66,0.969,1.439,2.138,2,1,1,190,1,62,5,1,1,5,4,1,"Biden","x","x","x","cam newton","peyton manning","patriots","Cardinals","x","NHchoice|SBchoice","FL_70|FL_79","NH_advocate","FL_94|FL_89","Factual Quiz - Football|Factual Quiz - Politics","Q27|Q45","1|2","1|2",37.6703033447,-121.0168991089,-1
"R_3kzImX1oQwvwuQ9","Default Response Set","Anonymous",,,"68.191.23.33",0,2/5/2016 10:10,2/5/2016 10:40,1,1,1,"I went to the hospital to have retina surgery. I skipped breakfast and went to the hospital. Then had the surgery, at lunch, and recovered for two hours. ",1,1,42,2,2.952,2.952,4.048,1,1,23.608,23.608,24.687,1,,,,,,62,1.269,1.851,2.914,2,72,12.725,12.725,13.499,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"I went to walmart and bought a karosene heater for my office. While there, I went ahead and did my grocery shopping for the week, which included bread, milk, eggs, lunchmeat and cheese.",0.835,35.134,68.814,2,,,,,,65,1.354,2.076,3.112,2,67,5.418,5.418,6.161,1,,,,,,1,1,150,1,82,1,6,3,5,5,1,"joe biden","not sure","not sure","not sure","not sure","peyton manning","not sure","not sure",,"NHchoice|SBchoice","FL_79|FL_70","CONTROL","FL_94|FL_89","Factual Quiz - Politics|Factual Quiz - Football","Q27|Q45","2|1","1|2",34.8601074219,-82.2463989258,-1
"R_u7CHEgQfWDqGJpv","Default Response Set","Anonymous",,,"70.6.12.30",0,2/5/2016 10:30,2/5/2016 10:41,1,1,1,"Yesterday, I woke up way too early to drop my brother off at the airport. When I returned, around 5.30a, I looked longingly at my bed, but remembered I had to get some work done. Luckily, I 'telecommute', so by noon I was finished with my day. Around 1, I did my weightlifting program that I started a month ago. I then showered, did chores, and made dinner. By evening time, my wife and I decided to watch a few movies, then went to bed",1,1,42,2,2.058,3.547,5.226,2,2,3.696,4.161,6.431,2,,,,,,50,3.395,6.393,8.06,4,,,,,,71,6.051,8.43,8.854,2,,,,,,,,,,,"Really, every team is evenly matched. Assuming Denver will win because you like them, or just identify with their home state is not a good reason to assume they will win. Obviously, the Panthers are just as good as the Broncos, or else they would not be at this point",16.624,16.624,98.616,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,3.609,3.609,4.576,1,,,,,,72,4.293,4.293,5.855,1,1,1,190,1,83,4,3,1,1,1,1,"Joesph Biden","Paul Ryan","Paul Ryan","Mitt Romney","I don't know","I don't know","I don't know","I don'tknow",,"SBchoice|NHchoice","FL_79|FL_70","SB_opposite","FL_89|FL_94","Factual Quiz - Politics|Factual Quiz - Football","Q27|Q45","1|2","1|2",38,-97,-1
"R_3DjWloaZbsmGh0m","Default Response Set","Anonymous",,,"172.56.15.90",0,2/5/2016 10:38,2/5/2016 10:41,1,1,1,"I woke up and went to the gym to workout. One hour of basketball and one hour lifting weights. Then went to work.",1,1,"morning",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.7929992676,-95.3686981201,-1
"R_2uWFcQyygRaYFxK","Default Response Set","Anonymous",,,"108.61.13.5",0,2/5/2016 10:32,2/5/2016 10:41,1,1,1,"I woke up and got dressed. I went to work. I did my job. I came home. I made dinner. I worked on computer. I hung out with my husband and pets. I went to bed. ",1,1,42,1,4.718,4.718,7.982,1,2,13.239,13.239,15.35,1,66,4.537,4.537,8.279,1,,,,,,,,,,,72,8.302,8.302,11.831,1,,,,,,,,,,,,,,,,,,,,,,,,,,"Donald Trump says too many off the mark comments. His opinions are controversial and extreme. People will be afraid for him to be their president. Others candidates with a more main stream approach will beat him. ",15.594,100.656,130.057,3,,,,,,,,,,,,,,,,66,11.465,11.465,12.771,1,,,,,,,,,,,75,8.651,8.651,13.119,1,1,1,225,1,81,5,3,5,6,3,1,"Joe Biden","Nancy Pelosi","Mitt Romney","Mitt Romney","I do not know","I do not know","New York Jets","Seattle Seahawks",,"NHchoice|SBchoice","FL_79|FL_70","NH_advocate","FL_94|FL_89","Factual Quiz - Football|Factual Quiz - Politics","Q27|Q45","1|2","1|2",40.9351043701,-74.0189971924,-1
"R_2YQak3BPRL3gFMk","Default Response Set","Anonymous",,,"69.243.231.166",0,2/5/2016 10:37,2/5/2016 10:41,1,1,1,"Yesterday, I got up early and woke up my children for school.  One of my daughters was sick, so we had to rearrange plans for the day.  I took my other daughter to school then came home to take care of the others.  I worked from home all afternoon, while taking care of my sick child and my youngest.  Then I went and picked up my daughter from school, came home and started getting lunches ready for the next day and cooking dinner.  I got dinner done, we ate, and then it was clean up, bath time, and to bed.  After I put all of the kids to bed, I was able to sit back and relax and read.",1,1,"morning",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.579498291,-84.2054977417,-1
