"ResponseID","argument_topic","treatment","chosen_outcome","essay",
"R_1kFbvfZEgyCQ7Pr","football","opposite","den","Denver has Patton Manning as a quarter back hes one of the top quarterbacks in the Nfl.  Plus Denvers been one of the best teams for a few years now and probably just had a off week when they lost to carolina.",
"R_u7CHEgQfWDqGJpv","football","opposite","den","Really, every team is evenly matched. Assuming Denver will win because you like them, or just identify with their home state is not a good reason to assume they will win. Obviously, the Panthers are just as good as the Broncos, or else they would not be at this point",
"R_1mW29hTXXI6dqJI","football","opposite","den","I have zero interest in football and have no idea who will win the Super Bowl. I don't think I've ever watched a complete game in my life. If you are relying on my opinion, it will be a complete toss up of who will win the Super Bowl. You would have the same chances of predicting the outcome if you flipped a coin. The only reason that I chose the Broncos is because I've heard their name mentioned more than the Panthers. I feel the Panthers have just as much of a chance of winning as the Broncos, however.",
"R_2DS1uyiwsD0KUWa","football","opposite","den","Denver won the super bowl before but with completely different leadership and players. The Carolina Panthers have had the same players and coach for a while and have proven their skills. They are going for their first chance at the Superbowl and will not have attitudes to get in their way.  The odds are on their side.",
"R_1ieVvswEBRxlG2f","football","opposite","den","Denver will possibly lose the Super Bowl because of Peyton Manning's deteriorating skills and the overall quality of Carolina's team. Peyton has thrown a lot of interceptions this year and Carolina has shown a high-powered offense and crushing defense. While it would be good for Peyton to go out on top, the Panthers' sheer hunger will translate into a win over the Broncos.",
"R_3G0nDx5EwUV47V2","football","opposite","den","Carolina has a very good team. They could win because of their very capable and pesky quarterback. Peyton manning is at the end of his career and a few early sacks could really throw off his game.",
"R_SVFVfF8Fb6NLS5H","football","opposite","den","The Denver Broncos might have an off day. Maybe they all went out and drank too much so they will be tired which would give the Panthers an edge.",
"R_10VrFxYvGmvewSN","football","opposite","den","The other team might strategize better, they might make surprise interceptions, broncos might underestimate other team, and perhaps a coin toss as to who goes first would definitely affect the outcome to a certain extent.",
"R_1mE3r6S9Sxyzqk2","football","opposite","den","I don't really follow sports too much, to be honest, so I won't be able to give specific stats and player performance. I can tell you that if they win it'll be due to the team playing a harder game. That's rather vague I know, but I'm no sports guy. The SuperBowl for me is an excuse to eat wings and drink beer.",
"R_6yhTlVfACtFBCXD","football","opposite","den","Carolina has been more consistent, and Newton is a threat at QB and RB. It will be difficult for Denver to contain that explosive offense.",
"R_3j1cGV4zQG1kQu3","football","opposite","den","There is only one real argument here: The Panthers will play better then then Broncos.",
"R_1GvkisH6SiwaNpd","football","opposite","den","The carolina panthers might win because they have a very strong offense. AS you may have heard the best defense is a good offense. They will keep the Broncos on their toes the whole time trying to defend themselves from the panthers that they wont be able to focus on offense at all. If they cant score they cant win.",
"R_3HTjhQWUmyZYjVy","football","opposite","den","I really do not care one way or the other.  The Panthers could win because they're just as good a team in different ways I guess.",
"R_xbiaXppP5LFMBQR","football","opposite","den","Carolina is more likely to win than the denver broncos because they have a great team this year.  They have the support and love from fans and that can make all the difference in winning a game.  They also have a very good defense and offense as well.  Also ive seen it advertised on prediction sites that they will so thats good enough for me to think they'll win.",
"R_1LXASflpKHssDJV","football","opposite","den","does anybody ever read this? does anybody ever read this? does anybody ever read this? does anybody ever read this? does anybody ever read this? does anybody ever read this? does anybody ever read this? does anybody ever read this? does anybody ever read this? does anybody ever read this? does anybody ever read this? does anybody ever read this? does anybody ever read this? does anybody ever read this? does anybody ever read this? does anybody ever read this? does anybody ever read this? does anybody ever read this? does anybody ever read this? does anybody ever read this? does anybody ever read this? does anybody ever read this? does anybody ever read this? does anybody ever read this? does anybody ever read this? does anybody ever read this? does anybody ever read this? does anybody ever read this? does anybody ever read this? does anybody ever read this? does anybody ever read this? does anybody ever read this? does anybody ever read this? does anybody ever read this? does anybody ever read this? does anybody ever read this? does anybody ever read this? does anybody ever read this? does anybody ever read this? does anybody ever read this? does anybody ever read this? does anybody ever read this? does anybody ever read this? does anybody ever read this? does anybody ever read this? ",
"R_3knX4lhLKC7XMAR","football","opposite","den","The Carolina Panthers are younger and hungrier and have not won any Super Bowls yet.",
"R_1q95y5cOyOmfRFn","football","opposite","den","Carolina hasn't had their time in the limelight. They want it more than the Broncos, so they're going to fight harder. The underdog will always come back and surprise you.",
"R_3JdScFS0UNemxkh","football","opposite","den","They are both good teams so I think that anything could go. Carolina is a very good team too and they in all likelihood could win the super bowl. A lot of fans are behind them ",
"R_2dFuhWKoe7xCqnb","football","opposite","den","Carolina has the best running quarterback anyone has ever seen, and if he is ready there is the possibility that he will score multiple running touchdowns and practically defeat the Broncos all by himself.  All Cam Newton needs to do is complete several passes early in the game to loosen up the defense, then switch to a running mode, and he will decimate their defense as he racks up more running yards than any quarterback has ever run for in the Super Bowl.",
"R_3M56g7ntwgUZQRy","football","opposite","den","Carolina has a chance to beat one of the best long term teams in the NFL. It is a first for this small previously team, and due to this, they are trying very hard to win. The Broncos will probably rely on their great players but they will underestimate this new team. This new team has a great coach and very eager players. They are trying and studying an practicing constantly. They have more hunger for win than the Broncos.",
"R_OAOti9naGgLmj17","football","opposite","den","The Carolina Panthers will beat Denver because Denver is an awful team and should not even be in the Super Bowl.",
"R_2t8RohL8EpNxxRO","football","opposite","den","The Carolina Panthers have been playing very strongly this year. They have a very powerful offense that has been difficult for other teams to deal with. They also have a very strong quarterback with Newton. This combination will give the Broncos trouble.",
"R_2SIxmMfFIG4U8un","football","opposite","den","I'm not a big football fan, but am aware of the quarterback for the Panthers named Cam Newton. I saw him play at Auburn. He's a great QB with lots of talent. Manning has a lot on his mind with the HGH scandal so may be distracted.",
"R_2mM4ZvSKyBkK2U9","football","opposite","den","The Panthers may be a better team than the Broncos. The broncos could also be having an off day and make bad mistakes that cost them the game. Im sure this is not the preferred way for several people, but its the way of life. Soon we will all know the outcome. ",
"R_ZrWJtWBP7Pu7HJT","football","opposite","den","Denver Broncos is going up against one of the oldest quarterback to I believe one of the youngest quarterbacks in the NFL. With that in mind, the younger quarterback might be faster, stronger, and more hyped to win the SuperBowl, than the Denvers quarterback who has won multiple SuperBowls. Denver can be beaten after the Patriots were pretty close to them even after they didn't play so well a couple weeks ago. ",
"R_bDF9Ghgvq4lvANb","football","opposite","den","One of the reasons why I believe the Denver Broncos will win the Superbowl is because they are a force to be reckoned with. They have continuously been in the Superbowl for many years. A reason however that the Carolina Panthers might win the Superbowl is because they haven't had as many opportunities to compete as the Broncos. That might be a pushing factor in amping them up for the big game.",
"R_3JK5yJcBH3mShsq","football","opposite","den","The Carolina Panthers have the better record this year.   They won all but a meaningless late season game.  They have the top scoring offense.  Cam Newton is an absolute superstar with a track record of playing well in big games.  Cam won a national championship at Auburn which shows he doesn't choke on the big stage.   Carolina also has the fifth ranked dense in the league.  So Carolina has the best offense and a very good defense, while Denver has a good defense but an average at best offense.",
"R_ac9mXnBHrIy0jh7","primary","opposite","lose","Donald Trump is likely to win the primary because he has many people ""on his side"". Donald Trump is captivating to many and many people believe that he is the ticket to having a ""better"" America.",
"R_brXebWjtnazBsR3","primary","opposite","lose","Donald Trump is likely to win the primary because some people are stupid. That is a fact. ","x"
"R_A1BpoBZaenLFyPD","primary","opposite","lose","New Hampshire has many older people who are more conservative in their beliefs so they would choose Trump. Also, Trump has been first in most of the polls for the Republican nomination so it's likely there are many in NH that like him. My sister actually lives in NH and attended a Bernie Sanders rally and there were Trump supporters across the street jeering at the Sanders supporters so clearly the state has many diehard Trump supporters.",
"R_3qUyMVkZ8p4psWg","primary","opposite","lose","I think the only way Trump can win in New Hampshire is if there are more ignorant racists than I thought in the state. He only has success with people dumb enough to think a billionaire is going to help middle class people. If he is able to win over enough morons he could win New Hampshire. ","x"
"R_3q9BpwkJKmQ1QkY","primary","opposite","lose","Donald Trump could win the New Hampshire because he is going all out to win, which means spending a lot of money on publicity and appearances. Moreover, Trump did not do that poorly in the Iowa caucuses. Trump has shown staying power as a candidate, has large numbers of followers who are strongly committed to him, and may benefit from voters indecisive about other Republican candidates.",
"R_25FKZq79CPnTOhl","primary","opposite","lose","The dick head has been the front runner in New Hampshire for a long time. He is an East coast ass hole who will get the vote of those on the East coast. I believe Rubio and Cruz will come on strong but, Trump will win because of all of his East coast connections. I would bet $500 on him winning.",
"R_12g4IajpH0kM2wo","primary","opposite","lose","Donald trump learned a hard lesson in Iowa. Days after in an interview he claimed he had no real ground game in Iowa and even claimed it was a term he was unfamiliar with. A man of his resources could spin up a ground game very fast and surprise Ted Cruz in NH",
"R_4OBHdf64opkizlv","primary","opposite","lose","Americans are crazy and you never know what idiot they will vote for. The fact that Trump has gotten this far means that he has a great chance at winning.","x"
"R_2VF3pGZBtLauYsI","primary","opposite","lose","Donald Trump might receive unexpected support due to Ted Cruz's unfair activities in Iowa, where he solicited Carson supporters with inaccurate information.  Trump's policies may also be more popular in the state than I am expecting. /  / Trump has a strong base of support and can encourage a large voter turn out.  If he is able to mobilize his base, he can carry many votes in the state.",
"R_3MsWyhEasxHhNZk","primary","opposite","lose","Donald Trump leads the polling in the GOP primary in New Hampshire, and has for a long time. No other candidate is polling near as high as he is. He has a strong presence and will not falter.",
"R_6EeEBs36LzfUHtz","primary","opposite","lose","Many people will vote for Donald Trump in the NH primary because he is not a politician. People are getting tired of having the same old people to vote for, and so they want to switch it up by voting for someone who has no political experience",
"R_3lLYaJGNmtL4dmU","primary","opposite","lose","Donald Trump might win the New Hampshire primary because he is popular with voters there. Current polls show him ahead by a wide margin, and this margin is simply too great for the other candidates to overcome. For these reasons, Trump is likely to win the primary.",
"R_3oHlvqL5n79B0se","primary","opposite","lose","Trump has consistently led in all polls and is popular among the voters.  He has been saying all the things that conservative voters have been wanting to hear for 8 years.  His stated stance on most policy issues is in agreement with conservative voters and people like his ability to speak his mind and not play by establishment rules.",
"R_3ozH3PvheCBg1I3","primary","opposite","lose","Donald Trump is very famous and is a very successful business man. He can turn the country's economy around. ",
"R_25Mx4xhPhL1TEbZ","primary","opposite","lose","Donald Trump will likely win the NH primary because he produced a strong showing in Iowa. While he did not win in Iowa, he has adequately debated and rallied successfully in several different states. People recognize his strength as a candidate because he is self-funding a portion of his campaign, he is strong on centralized topics, and he has a business background that could help decrease our immense debt.",
"R_1FS2aWrc0LLhuWC","primary","opposite","lose","Donald Trump is a caricature of a small voice inside our heads. He plays on people's fears and hurt feelings to win their opinion. There are many who are reassured by this and support him. The more that people talk about him winning, the more likely it is people will feel like it is acceptable to vote for him.",
"R_vMRBK4LF43LRdvP","primary","opposite","lose","Donald Trump is a business man which this country needs very badly to help create a new country with new economic measures.",
"R_1PUdOVktcFqUyvq","primary","opposite","lose","Donald Trump will win the primary in New Hampshire because he is currently winning in the polls. Also extremists want him to win because they prefer a white America, so they will make sure that he stays number one. ",
"R_2ARwFG8x9yH4nFH","primary","opposite","lose","Donald Trump has been a bit of a surprise throughout his run. Though he didn't show up in Iowa, he still had a tremendous following there. Trump also has been labeled as having a NY style personality and I think that will bode well with NH primary voters. He is extremely passionate about border control and though NH is far from the Mexico border, I think that population will respond positively to his argument. Also, Trump tells people how it is, without any of that political sugar coating. It's what people want to hear. ",
"R_2XhViGdewjgnKGJ","primary","opposite","lose","He is likely to win because he already has a good sized lead in the polls. His base is in the east coast, where New Hampshire is located. He is very popular in that area. He has recently been rising in the polls which will likely allow him to win the primary.",
"R_eJ8OyJUrs5rPSet","primary","opposite","lose","I don't follow the presidential election, but from what I heard, I feel that there are other suitable candidates that will be elected. I heard that a lot of other people are voting for other people so the chance is slim for him to win the race.",
"R_aYrBYqdt3ceeETL","primary","opposite","lose","Donald Trump might win the New Hampshire primary because as he had lost two second-place in the Iowa caucus, he is more posed to drum up support in the New Hampshire primary than ever before. In addition, because double trouble lost the Ohio caucus by such a margin that it was closer to a third-place than first, means it is going to put more time and energy into driving his numbers upwards so as to spin the Iowa caucus is a mere fluke. Donald Trump needs a win in the New Hampshire primary there is going to be any legitimacy to his claim that not only is he the best candidate, but that he can get people from all walks of life to support him.",
"R_Cjh0EGyCmbyTUAN","primary","opposite","lose","Donald Trump might win the primary because voters are tired of the same old thing. They might want to have someone who tells it like it is and can't be influenced by big money.  They might prefer someone who has his opinions and won't be budged from them. Lastly, there are so many candidates still in the primary, it might only take 20% or 25% of the vote for any one person to win, and Trump can definitely draw that amount of votes.",
"R_2eVcHxxglcTRUsj","primary","opposite","lose","Donald Trump is a time tested no-nonsense businessman. He has experience with handling billions of dollars in development and production. He did not go through the political system so he has none of the hangups and corruptions associated with lifer politicians. ",
"R_2tL0YNkIiBMCn4T","primary","opposite","lose","I believe Donald Trump will win the NH primary because he lost the Iowa primary. I believe his supporters and his campaign managers will take that loss, and reinvigorate themselves to win the NH primary. ",
"R_3lY94yAigTG9okM","primary","opposite","lose","Donald Trump is likely to win the NH Primary because for some unfathomable reason people respond to his anger and his bombast and believe that he can ""fix"" what they all see wrong with the US and ""get it back on track again.""  He has spent a good deal of time engaging in retail politics, interacting with people from the state and is apparently able to exert his influence on them that the US is in bad shape and he can ""fix"" everything.  He will be persuasive in his rants against Cruz and Rubio and people will respond to what they perceive as his leadership. ",
"R_12D8MrfjhV1lv09","primary","opposite","lose","Donald Trump may have more supporters in the state of New Hampshire. He might deliver an amazing speech and have everyone cheer him on. Donald Trump is likely to do what he says he will do.",
"R_PBPwWZUxnhpvrG1","primary","opposite","lose","Donald Trump has been amazingly positive in recent election activities. Many major pundits and politicians predicted that he wouldn't last more than a few weeks against ""real"" candidates with political experience, but he seems to resonate with people and more and more people are turning out to vote that have never cared about politics before. He has surprised many of his opponents with his following.",
"R_RWgkTQxlB3Fh3AB","primary","opposite","lose","Donald Trump might win cause they are a lot of really stupid people and if enough of the retarded people show up to vote then he will get elected and ruin everything even worse than it has already been ruined.","x"
"R_RyOsY9Ds1sM2BFv","primary","opposite","lose","He will probably win the primary because he is well liked in New Hampshire.",
"R_2VkZVq7G6NAIKX1","primary","opposite","lose","It would be possible for Donal Trump to win if he is able to sway the significant conservative supporters of his political party. ",
"R_1LBcNGW8elrdNYx","primary","opposite","lose","Donald Trump is likely to win because he has been front page news for a long time. Whether or not good publicity, his name is well recognized, even with those who are not familiar with politics.",
"R_2DOcbzKOqBf4djU","primary","opposite","lose","Donald Trump will win the primary because he is the voice of America. He is not afraid to say what we are all thinking. He will bring America back to what it was. He is going to do what the weak Democrats can not do for America. ",
"R_2aFt28mLHxFxWdh","primary","opposite","lose","He will win because he is outspoken and blunt about his policies. He tries to be transparent and vigilant, which is exactly what we need as a Commander-in-Chief.  The other candidates are too worried about being politically correct, and that's exactly what Trump is fighting. He has already planned out his foreign policies for defeating ISIS and other issues abroad, which is more than what the other candidates have done thus far.",
"R_2aLfLVxqjRnSIiS","primary","opposite","lose","Donald Trump may win New Hampshire's vote because of his rude way of talking. People are very tired of the crime and no action being taken in this Country. People just want someone who is mean to do something and make large changes so that we will not be a Country torn apart. People are tired of the criminal elements and hear Mr. Trump trying to get rid of people which he considers ""foreigners who do not belong here"". This will make him more than likely win this election and win in New Hampshire.",
"R_2z5Q1SEKv4dF3cA","primary","opposite","lose","There are a number of reasons why Trump might win the New Hampshire primary this week. First, he has gotten a tremendous amount of media exposure, and will likely have made a huge impact on potential voters. Even those who do not often vote in primaries may be motivated by all the buzz around Trump to come out and vote. Secondly, Trump will likely appeal to New Hampshire's ""Live free or die"" sensibilities (it is a common sentiment there and I believe the phrase is even on their license plates) since he often appeals to personal rights and freedoms. Also, although Cruz won in Iowa and Rubio is getting a lot of attention as well, Trump's association with the East Coast might help him out here as he will be more familiar to New Hampshire residents.",
"R_2axUsckjS245V8z","primary","opposite","lose","Donald Trump will win because America is full of racist idiots. ",
"R_3lKPV3DfhHXAxw7","primary","opposite","lose","Against all expectations, Donald Trump has managed to win the hearts of many American voters with his no-nonsense approach to politicking, his blunt remarks, and savvy business-sense. It appears that despite his polarizing views, many people believe that Donald Trump would make for a good Republican candidate to run for office.",
"R_2tMzE0IJsJwBRUe","primary","opposite","lose","I think it just depends on his performance. If he is able to captivate his audience then he has a good shot of winning. He needs to prepare notes beforehand and know his audience. ",
"R_1IlPHpl64BTJO7n","primary","opposite","lose","Trump may win the New Hampshire primary because he currently has a lead in the polls. Trump seems to have a pretty strong lead against other people in the early polls there, and this may translate to him winning the primary.",
"R_bfuRQihHT4tVbTb","primary","opposite","lose","Because people like rich white jerks. ",
"R_8vTdeypjdQrDaqB","primary","opposite","lose","Donald Trump doesn't seem to be as despised as originally thought. It seemed that it was a joke that he was running, but now not only did that turn out to be true, but he's got a huge amount of supporters. This is quite shocking. He keeps gaining support, and he isn't going anymore. It's possible he could take over states that we thought were originally more liberal than republican.",
"R_2TRXZL4TiMYqyGr","primary","opposite","lose","People in America today are dumb.  They don't vote for their own self-interest.  Rather, they can easily be swept up by populist candidates appealing to their fears and racist feelings, and these wedge issues can propel even the most laughable and odious individuals into office.  Trump has a lot of name recognition, and despite his loss in Iowa has been trumpeted (no pun intended) by the media as the frontrunner for months.  His bluster is mistaken for plain talk and despite the enormous disconnect between himself and the common person his populist rhetoric and bigoted viewpoints have won him many fans.",
"R_eCEVx4zUNq8T2U5","primary","opposite","lose","The best argument for Donald Trump would be the fact that he is a business man.  Our country is in desperate need of someone to turn our economy around.  Mr. Trump has more experience with this than the other candidate.",
"R_3itp5DXOUWIuFJo","primary","opposite","lose","Donald Trump is a very successful business man In charge of billions. He is very active in the media and likable by most people for his edgy sense of humor. He even has his own TV show based on awareness of social responsibility.",
"R_rpCPXfnH90i8QbT","primary","opposite","lose","Donald Trump is the strongest Republican candidate. He has performed strongly in the debates and has many followers who are very fond of him. The other Republican candidates can not compete with him.",
"R_3EWEgSM1zPvlDjL","primary","opposite","lose","Donald trump could win because he has charisma and a personality that is electrifying. The man can win over crowds with his robust promises and his immense ego is what gives his press such panache. He makes big promises, and even I would vote for him if he would promise to eliminate tasks that involve writing, especially tasks with short HIT timers and force me to ramble on about subjects that I'm really not qualified to type about, such as why Trump would win any state's primary. Trump can easily win with his strong speeches.",
"R_3skmWslXbASu4gN","primary","opposite","lose","He can make some outlandish statements that invoke fear in other people that will cause them to vote for him. He is pretty ""sensationalist"" and that attracts a lot of people. This might propel him to a victory in NH.",
"R_vrdzxj9UaFbKDcJ","primary","opposite","lose","Donald Trump is like a loose cannon, You never know what he is going to do or when. He is a very unpredictible person. He has enough followers that are trying their best to help him get the votes needed.",
"R_1lcXhSnmx5QlPy3","primary","opposite","lose","Donald Trump is likely to win the New Hampshire primary because he is the most popular candidate. He has been the most vocal candidate, and everyone knows about his stances on many issues. He is all over the news and people have been exposed to his philosophies more an any other candidate.",
"R_29S9ZUGwc8I3sGd","primary","opposite","lose","Trump has a lot of followers and has been doing well in the polls throughout the race. It is possible the New Hampshire will have more supporters than the other candidates do.",
"R_25zouAOGeW09L02","primary","opposite","lose","I think he will lose because of his none knowledge of the issues. also became of his arrogant  ideology. For some he is correct on his views. he is also very wealthy",
"R_2D2fwal1e3v0ddv","primary","opposite","win","Donald Trump will loose because he is too extreme. he is little more then a man with a lot of money. he is a business tycoon, not president material. Trump is also very arrogant and i think that will also lead to his demise",
"R_3JhdLpNI0IyYBB1","primary","opposite","win","Although Trump has done well in polls until now, his second place finish in Iowa knocked a lot of his momentum off. Voters are no longer treating him like a dynamic outsider and are turning to mainstream candidates",
"R_25Hj9hcplwvh0iy","primary","opposite","win","While Donald Trump is the current front runner in New Hampshire, Ted Cruz came from behind and prevailed in the Iowa Caucuses.  Additionally, Marco Rubio made a strong showing in Iowa and has been gaining support among more moderate republicans.  As the field of candidates continues to narrow, supporters of these candidates will most likely rally behind Donald Trump's competitors.",
"R_D8IF42IApadAxgZ","primary","opposite","win","I feel Donald Trump is likely to lose the primary because he has a big mouth.  The profanity filled rant he had this morning was uncalled for.  He did not act like a person of authority.",
"R_2CswZsLydjOtR5g","primary","opposite","win","because trump has a big advantage over the others in the race",
"R_1jVMPmNh8dU9mCr","primary","opposite","win","Donald Trump will lose the primary because he is a media darling. The voters in New Hampshire will elect a candidate they think can win the election. Donald Trump style is not friendly and he alienates a lot of people. He will lose the primary because of that.",
"R_2sWHdwkqr5gpRbH","primary","opposite","win","Trump is likely to continue his fussing over losing Iowa.  This may hurt his chances with voters because people do not like a sore loser and may turn against him.",
"R_3O05F0lxDJXsmRx","primary","opposite","win","marco rubio has momentum coming out of Iowa,and he also lost to Cruise",
"R_cFLwMqEbKaQKhqN","primary","opposite","win","The most compelling reason for projecting a loss for Trump in the New Hampshire primary is trajectory. While his major competitors, Marco Rubio and Ted Cruz have been gaining strength in the New Hampshire polls, Trump has been losing ground.",
"R_2alAuaC9ykHd25A","primary","opposite","win","Due to his arrogance and certainty of winning, he plans to leave NH early to go to another Veteran's rally.  He can't win if he doesn't stay with the program.  ",
"R_28LNyda3OEV9vl6","primary","opposite","win","Donald Trump will likely lose the New Hampshire primary because all of his statements don't actually tell you anything - they are all circular logic that never actually goes anywhere.  He has no actual plans or ideas, only sound bites and hate speech.",
"R_3iEk47ACTfeujSj","primary","opposite","win","Marco Rubio might beat Donald Trump in New Hampshire.  Rubio did better than expected in Iowa.  Rubio will pick up some votes from Bush, Christie, and Kasich voters.",
"R_2t85EflfdRatd17","primary","opposite","win","Donald trump is likely to lose the primary because he doesn't know how to control his mouth. He says things that are offensive and therefore turns many voters away.",
"R_1CBmaPXq9iJB4R7","primary","opposite","win","Since Trump lost Iowa he lost some momentum.  / But Iowa really doesnt count and never has with Republicans anyway.  / So losing Iowa wasnt a big deal at all.  / Here in the New Hampshire Primary we get to see Trump's true momentum.  / If he crushes Cruz and Rubio, it will be the begining of the end for tthem. ",
"R_82CaXXv0LCz6RqN","primary","opposite","win","Donald Trump has a reputation for being a loose cannon.  He is not politically correct, offends many people and comes across as a real jerk.  More people don't like him than do and he makes everyone so nervous that I don't think he will have enough supporters to carry him thru.",
"R_3GpvdzzXwtCX14g","primary","opposite","win","This is a hard thing to argue but there is a chance that Trump will lose if Marco Rubio or Ted Cruz continue with the momentum that they had following the Iowa caucus. Either of them could possibly usurp Trump's lead if they get really lucky or if Trump makes some stupid mistake. Also possibly because Jeb Bush who seems far behind has some luck because his family has property in Kennebunkport Maine which is very close to NH. Jeb Bush is the Republican party wanna be candidate. The establishment of the party want Jeb Bush even though the people don't and they will do anything they can to get him to be the candidate. So there could be some underhanded stuff the party could do to try to get Jeb the win.",
"R_2wBplluYaibgMJB","primary","opposite","win","Cruz is coming in to New Hampshire with a strong wind in his sails. People who might have written him off will now take a second look and maybe even vote for him. Donald Trump made a big mistake by not attending the most recent debate and people may decide to support a stronger candidate.",
"R_BsjTKf58BojJ1Kx","primary","opposite","win","Donald Trump might lose may lose the New Hampshire primary because of his loss in the Iowa Caucuses. Voters who were for Trump may take a second look at the candidates and think their vote might be wasted if they go with Trump",
"R_r1kBRaaseAK6fCN","primary","opposite","win","Where do not think that donald trump won't win the primary he has the popularity and power that the other candidates don't have it's hilarious because between those two bozos campaigning on the democratic side they don't realize that they don't stand a chance to the donald the truth is that the donald will bring back the aggressive style back to the nation's economy something we needed after bush ",
"R_3n30bPw0zYT3DQc","primary","opposite","win","Donald Trump lost the primary in Iowa. Voters will take note of that and it may influence their vote. Also, Donald Trump has made several comments that have offended people. He has little political background compared to other candidates. ",
"R_11XxMeqb5maRTpe","primary","opposite","win","Donald Trump is a hardcore business man. That means he is extremely good at making money for his personal use and to benefit himself. Many people are afraid of a type of person like that and logically should be. He does not know what it is like to struggle or do without. He does not feel badly for those who are worse off than he is financially. For these reasons the other candidate has a good chance of winning the election.",
"R_3dMuqKp95rLbwcR","primary","opposite","win","Marco Rubio is on a big upswing. ",
"R_1KeGB7tOiyTKkYX","primary","opposite","win","I don't know much about politics so I will say that his chances are lower, because of the number of competitors present. He may very well lose, because the primaries can be unpredictable, so that levels the playing field.",
"R_1LBblkKibIM4L6Z","primary","opposite","win","According to the latest polls, Donald Trump seems to be the most likely winner of the upcoming New Hampshire primary. However, a lot can happen in the next 3 to 4 days. For example, just last night, Donald was shown on the news at a rally using a lot of profanity, so much so the video tape kept beeping his words out, so it seemed to me he might be panicking or ""going for broke"" as he lost the Iowa primary.  / Another reason why he might not win is many Christian voters (who strongly tend to be Republican), if they see this video, might be very offended by the profanity and question his claims of being a Christian. ",
"R_1hYxlLksTqcs3TO","primary","opposite","win","He could lose the primary because of his not sticking to what is wrong in America and going off on the fighting with the other people in the race. He needs to stick to the problems the USA has and not fight over silly things like Cruz and Ben Carson.",
"R_1QxzVJhSov5lQvV","primary","opposite","win","Donald Trump is likely to lose in New Hampshire. New Hampshire is a northern ""yankee"" state and most of Trumps supporters are southern white racists or uneducated. The southern white racist  population is lacking in New Hampshire and more people are likely to have education in New Hampshire. So the chances of Trump winning New Hampshire is slim to none. ",
"R_yO3AxQXYCJl73q1","primary","opposite","win","If Donald Trump were to lose the primary, it would most likely be due to his stances on issues.  Another reason might be his personality and tendency to be overly outspoken.  However, this is also both reasons I feel he has his fan base of constituents.  ",
"R_xELk5j6NpbYUzXr","primary","opposite","win","Trump may lose becuase NH Republicans are really Democrats. That is Northeast republicans would be Liberals in say Texas.",
"R_3nH2KNOXbeESUu9","primary","opposite","win","I only took a guess in thinking that he would win. I do not follow political events, therefore, I am not sure what will be happening there. There are many non-supporters of Trump, and there is a possibility that someone else could win as well. ",
"R_bQKTV9edun1yBvr","primary","opposite","win","Donald Trump is too outspoken to win the New Hampshire Primary.  His ideas will offend even the most conservative Republicans.  In addition, he is known more as a celebrity than a politician.  Nobody will take him seriously as a possible candidate for President.",
"R_9Tsc9s59QGFKZxj","primary","opposite","win","Donald Trump is likely going to lose the New Hampshire Primary. Trump is a celebrity who has learned how to work over America as all celebrities do. His gimmicks and his ignorance have started to fall short now that people finally are starting to realize this is not just a reality show and this is the reality and future of our country. People no longer want ignorance, they want a president who is going to fix the country for the people, somebody who they can relate to, but someone that isn't going to make their country look like it is a joke.",
"R_1dtUUU7edny9Ha3","primary","opposite","win","The other candidate my have a greater argument.  An argument about illegals coming into our country.  Many people don't like Donald Trump because of his arrogance and statements he has made. ",
"R_2YVRoQMzGNnLFIn","primary","opposite","win","Donald Trump is way to conservative for the people of New Hampshire.  They tend to be open minded and accepting, while Mr. Trump is not either of those.  He is too aggressive and pushy, and the people will see right through that.",
"R_3mfwQQEFbDFSH2l","primary","opposite","win","Ted Cruz and Marco Rubio both have strong momentum from Iowa and therefore it could make it more difficult for Trump to win. Cruz won Iowa putting him higher than Trump proving that Trump's juggernaut rating in the polls is not infallible. Cruz could gain support in the days leading up to the NH primary that could swing the balance in his favor. Likewise Rubio might swing support in his direction for those wanting a more establishment candidate.",
"R_4TKtlKrb9VzZTiN","primary","opposite","win","I believe that Donald Trump will lose the primary because of his personality. He does not act like a politician and says it like it is. He is not out to impress big money backers as he does not need those endorsements. People are offended with many of his actions   even though I believe he is right.",
